,Geo_Place,Geo_Country,English_Country
18941,"Planet Mars, Rue de Liège, Eau Courante, Calvin, Lorient, Morbihan, Bretagne, France métropolitaine, 56100, France", France, France
18942,"Aeropuerto de Fuerteventura, FV-2, El Matorral, Puerto del Rosario, Las Palmas, Canarias, 35610, España", España,Spain
18943,"Khal beside Alauddin's saw mill, ভোলা সদর উপজেলা, ভোলা জেলা, বরিশাল বিভাগ, Bangladesh", Bangladesh, Bangladesh
18944,"Mendota, Dakota County, Minnesota, 55150, United States of America", United States of America, United States of America
18945,"Azambuja, Lisboa, Lezíria do Tejo, Alentejo, Portugal", Portugal, Portugal
18947,"香港 Hong Kong, China 中国", China 中国,China
18949,"مطار الملك خالد الدولي, 539, الرياض, منطقة الرياض, Saudi Arabia / السعودية", Saudi Arabia / السعودية, Saudi Arabia / Saudi
18950,"Fitchburg, Dane County, Wisconsin, 53725, United States of America", United States of America, United States of America
18951,"Bengaluru, Bangalore North, Bangalore Urban, Karnataka, India", India, India
18952,"Her She, Poplar Avenue, The Village, Memphis, Shelby County, Tennessee, 38117, United States of America", United States of America, United States of America
18954,"Newcastle, Newcastle-Maitland, Newcastle City Council, 2300, Australia", Australia, Australia
18956,"City of Red Deer, Alberta, Canada", Canada, Canada
18957,"Napoli, Campania, Italia", Italia, Italy
18958,"York Street, Glynfach, Porth, Rhondda Cynon Taf, Wales, CF39, United Kingdom", United Kingdom, United Kingdom
18960,"Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, France", France, France
18964,پاکستان,پاکستان,Pakistan
18966,"Jupiter, Palm Beach County, Florida, 33477, United States of America", United States of America, United States of America
18967,"Know Where, Rue des Marchands, La Capte, Hyères, Toulon, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83400, France", France, France
18968,"Tejas, Las Piedras, Puerto Rico, 00771, United States of America", United States of America, United States of America
18969,"Stgo, Recidencial Bello Hogar, Villa Esperanza, La Victoria, Santo Domingo Norte, Santo Domingo, 11401, República Dominicana", República Dominicana, Dominican Republic
18970,"Tuscaloosa, Tuscaloosa County, Alabama, United States of America", United States of America, United States of America
18972,"Engenheiro Beltrão, Microrregião Campo Mourão, Mesorregião Centro Ocidental Paranaense, Paraná, Região Sul, Brasil", Brasil, Brazil
18973,"Rogers, Padre José María Beauvoir, Río Gallegos, Municipio de Río Gallegos, Güer Aike, Santa Cruz, 9400, Argentina", Argentina, Argentina
18974,"Northwoods, Saint Louis County, Missouri, United States of America", United States of America, United States of America
18975,"Guadalajara, Jalisco, 44360, México", México, Mexico
18976,"Atlanta, Fulton County, Georgia, United States of America", United States of America, United States of America
18977,"Houston, Harris County, Texas, 77002-5902, United States of America", United States of America, United States of America
18978,"Almenweg, Tomberg - Montefontana, Kastelbell-Tschars - Castelbello-Ciardes, Vinschgau - Val Venosta, Bolzano - Bozen, Trentino-Alto Adige/Südtirol, 39020, Italia", Italia, Italy
18979,"San Pedro, Los Angeles, Los Angeles County, California, 90731, United States of America", United States of America, United States of America
18980,"Yopal, Casanare, 038, Colombia", Colombia, Colombia
18981,"Caracas, Municipio Libertador, Distrito Capital, 1010-A, Venezuela", Venezuela, Venezuela
18982,"Ilion, Town of German Flatts, Herkimer County, New York, 13357, United States of America", United States of America, United States of America
18983,"Benalmádena, Costa del Sol Occidental, Málaga, Andalucía, España", España,Spain
18985,"Banana Republic, 15853, Outlet Boulevard, Fort Worth, Denton County, Texas, United States of America", United States of America, United States of America
18986,"In The Clouds, Northeast Martin Luther King Junior Boulevard, King, Portland, Multnomah County, Oregon, 97227, United States of America", United States of America, United States of America
18987,"三亚市 / Sanya, 海南省, China 中国", China 中国,China
18991,"Neverland, Carmel-by-the-Sea, Monterey County, California, 93921, United States of America", United States of America, United States of America
18992,"Xuan Huong Lake, Trần Quốc Toản, Đà Lạt, Lâm Đồng, 6700, Việt Nam", Việt Nam,Vietnam
18993,"London, Greater London, England, SW1A 2DX, United Kingdom", United Kingdom, United Kingdom
18995,"浜松市, 静岡県, 日本 (Japan)", 日本 (Japan), Japan
18996,"Great Britain, Essex, Richmondshire, North Yorkshire, Yorkshire and the Humber, England, United Kingdom", United Kingdom, United Kingdom
18997,"Sportsman's Paradise, Sportsmens Paradise, Grayson County, Kentucky, 42726, United States of America", United States of America, United States of America
19005,"Kap Discord, Kujalleq, Kalaallit Nunaat", Kalaallit Nunaat, Kalaallit Nunaat
19010,"Coconut Creek, Broward County, Florida, United States of America", United States of America, United States of America
19011,"Sunshine, Sunshine Footscray, Sunshine, City of Brimbank, Victoria, 3020, Australia", Australia, Australia
19012,"District Council of Robe, South Australia, Australia", Australia, Australia
19013,Europa,Europa,Europa
19014,"Santander, Carfax, Grandpont, Oxford, Oxfordshire, South East, England, OX1 1HB, United Kingdom", United Kingdom, United Kingdom
19015,"دبي, 24857, United Arab Emirates", United Arab Emirates, United Arab Emirates
19016,"Spokane, Spokane County, Washington, United States of America", United States of America, United States of America
19017,"Deep South, Augusta Highway, Dearing, McDuffie County, Georgia, 30824, United States of America", United States of America, United States of America
19019,"New Horizons, 48336, The District Council of Ceduna, South Australia, Australia", Australia, Australia
19020,"Appleton, Outagamie County, Wisconsin, United States of America", United States of America, United States of America
19021,"Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia", Indonesia, Indonesia
19022,"Marseille, Provence-Alpes-Côte d'Azur, France métropolitaine, 13000, France", France, France
19023,"Burnsville, Yancey County, North Carolina, United States of America", United States of America, United States of America
19024,"Tautenburg Exoplanet Search Telescope (TEST), Sternwarte, Tautenburg, Dornburg-Camburg, Saale-Holzland-Kreis, Thüringen, 07778, Deutschland", Deutschland, Germany
19025,"i-City, Shah Alam, 41000, Malaysia", Malaysia, Malaysia
19026,"Blessed, 6Д, Берковецька вулиця, Берковець, Київ, Святошинський район, 04128, Україна", Україна, Ukraine
19028,"Shadows, 6, Denmark Street, Old City, City Centre, Bristol, City of Bristol, South West England, England, BS1, United Kingdom", United Kingdom, United Kingdom
19029,"Plumstead, Walmer Terrace, Plumstead, Royal Borough of Greenwich, London, Greater London, England, SE18 7EA, United Kingdom", United Kingdom, United Kingdom
19031,"Betanzos, A Coruña, Galicia / Galiza, España", España,Spain
19032,"Fribourg/Freiburg, Switzerland", Switzerland, Switzerland
19034,"大阪府, 日本 (Japan)", 日本 (Japan), Japan
19035,"la FESTA, 植福路, 金泰里, 下埤頭, 中山區, 臺北市, 11442, Taiwan", Taiwan, Taiwan
19036,Philippines,Philippines,Philippines
19040,"Washington, District of Columbia, 20500, United States of America", United States of America, United States of America
19042,"Wales, Lyles-Crouch, Rosemont, Alexandria, Virginia, 22314, United States of America", United States of America, United States of America
19044,"Lille, Place de la Concorde, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France", France, France
19045,"Rouen, Seine-Maritime, Normandie, France métropolitaine, France", France, France
19046,"Thành phố Hồ Chí Minh, Quận 1, Thành phố Hồ Chí Minh, 00084, Việt Nam", Việt Nam,Vietnam
19048,"Petaluma, Sonoma County, California, United States of America", United States of America, United States of America
19049,"Paddy's Pub, 95, Elm Street, West Newton, Newton, Middlesex County, Massachusetts, 02465, United States of America", United States of America, United States of America
19050,"Sakarya, Adapazarı, Sakarya, Marmara Bölgesi, 54050, Türkiye", Türkiye,Turkey
19052,"Dương Tơ, Huyện Phú Quốc, Việt Nam", Việt Nam,Vietnam
19053,"Caaguazú, Región Oriental, Paraguay", Paraguay, Paraguay
19054,"Italia, Guadalajara, Jalisco, 44648, México", México, Mexico
19055,"秋田県, 日本 (Japan)", 日本 (Japan), Japan
19058,"Brookhaven, DeKalb County, Georgia, United States of America", United States of America, United States of America
19064,"Charallave, Municipio Cristóbal Rojas, Miranda, Venezuela", Venezuela, Venezuela
19065,"Koppala, Koppala taluku, Koppal district, Karnataka, 583231, India", India, India
19068,"North Adams, Berkshire County, Massachusetts, 01247, United States of America", United States of America, United States of America
19070,"Hasselt, Limburg, Vlaanderen, België - Belgique - Belgien", België - Belgique - Belgien,Belgium
19071,"New Kent County, Virginia, United States of America", United States of America, United States of America
19072,"Baguio, Baguio City, Benguet, Cordillera Administrative Region, 2600, Philippines", Philippines, Philippines
19073,"Charming apartment right behind the Arena, Via Lastre, Centro Storico, Verona, Veneto, 37121, Italia", Italia, Italy
19074,"Nob HIll Studios, Washington Street Northeast, Nob Hill, Albuquerque, Bernalillo County, New Mexico, 87110-7745, United States of America", United States of America, United States of America
19075,"Ibi, l'Alcoià, Alacant / Alicante, Comunitat Valenciana, 03440, España", España,Spain
19076,"Timperley, Trafford, Greater Manchester, North West England, England, WA15 7SB, United Kingdom", United Kingdom, United Kingdom
19077,"Springfield, Sangamon County, Illinois, United States of America", United States of America, United States of America
19080,"โรงเรียนสาธิตมหาวิทยาลัยมหาสารคาม (ฝ่ายมัธยม), หน้า HS - ศาลหลักเมือง, บ้านดอนนา, จังหวัดมหาสารคาม, 44150, ประเทศไทย", ประเทศไทย, Thailand
19081,Niuē,Niuē,Niuē
19083,"Freedom House Museum, 1315, Duke Street, Lyles-Crouch, Rosemont, Alexandria, Virginia, 22314, United States of America", United States of America, United States of America
19085,"Teramo, Abruzzo, Italia", Italia, Italy
19086,"Todo el Mundo, Woodside Glens, Woodside, San Mateo County, California, 94062, United States of America", United States of America, United States of America
19087,United Kingdom,United Kingdom,United Kingdom
19088,"Texas, United States of America", United States of America, United States of America
19089,"Pittsburgh, Allegheny County, Pennsylvania, 15262, United States of America", United States of America, United States of America
19091,الجزائر,الجزائر,Algeria
19092,"L'Aquila, Abruzzo, Italia", Italia, Italy
19093,"London, Southwestern Ontario, Ontario, N6A 1G4, Canada", Canada, Canada
19094,"Brambleton, Loudoun County, Virginia, 20107, United States of America", United States of America, United States of America
19095,"Casteddu/Cagliari, Cagliari, Sardegna, 09124, Italia", Italia, Italy
19096,"Lokeren, Oost-Vlaanderen, Vlaanderen, 9160, België - Belgique - Belgien", België - Belgique - Belgien,Belgium
19098,"Four Corners of the Earth, Kilburn Street, South end, Burlington, Chittenden County, Vermont, 05401, United States of America", United States of America, United States of America
19100,"Louisiana, Fresno, Fresno County, California, 93650, United States of America", United States of America, United States of America
19102,"Cedar Park, Williamson County, Texas, United States of America", United States of America, United States of America
19103,"Blockchain Internet Cafe, Pedro Nieva, Ilayang Iyam, Quezon, Calabarzon, 4301, Philippines", Philippines, Philippines
19105,"Belvidere, Boone County, Illinois, United States of America", United States of America, United States of America
19107,"Elbi, Elbi küla, Selja, Tori vald, Pärnu maakond, 86804, Eesti", Eesti,Estonia
19108,"7th Street, Mount Olive, Covington County, Mississippi, 39119, United States of America", United States of America, United States of America
19109,"RVA, Bipemba, Ville de Mbujimayi, Kasaï-Oriental, République Démocratique du Congo", République Démocratique du Congo,Democratic Republic of Congo
19111,"Antalya, Akdeniz Bölgesi, Türkiye", Türkiye,Turkey
19112,"Niedersachsen, Deutschland", Deutschland, Germany
19113,"الإسكندرية, 21519, Egypt / مصر", Egypt / مصر,Egypt
